va,vb,job,backend,shots,qtype,qubits,version,time,q_winrate
5,5,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Vertex,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.49609375
6,6,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Vertex,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.4677734375
7,7,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Vertex,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.51171875
8,8,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Vertex,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.5263671875
9,9,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Vertex,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.4736328125
10,10,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Vertex,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.4990234375
11,11,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Vertex,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.583984375
12,12,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Vertex,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.5517578125
13,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Vertex,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.44921875
0,1,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.7841796875
0,2,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.9169921875
0,4,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.857421875
0,3,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8544921875
1,2,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.794921875
1,5,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.890625
1,6,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.703125
2,7,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8896484375
2,8,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8330078125
3,4,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.87890625
3,10,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8876953125
3,11,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8154296875
4,12,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.818359375
4,9,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8857421875
5,6,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.91015625
5,11,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.93359375
5,12,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8671875
6,9,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.869140625
6,10,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.80859375
7,8,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8134765625
7,10,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8369140625
7,12,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.80078125
8,9,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.876953125
8,11,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.822265625
13,0,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8056640625
13,1,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.9169921875
13,2,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.7587890625
13,3,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8193359375
13,4,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8193359375
13,5,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.6982421875
13,6,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.884765625
13,7,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8125
13,8,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.892578125
13,9,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.7255859375
13,10,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.7861328125
13,11,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.869140625
13,12,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.90234375
1,0,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.7841796875
2,0,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.916015625
4,0,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.87890625
3,0,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.83984375
2,1,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.7734375
5,1,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.89453125
6,1,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.703125
7,2,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8466796875
8,2,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8623046875
4,3,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8095703125
10,3,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8466796875
11,3,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.830078125
12,4,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8125
9,4,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8818359375
6,5,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8935546875
11,5,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8935546875
12,5,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8984375
9,6,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.841796875
10,6,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.849609375
8,7,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8388671875
10,7,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8740234375
12,7,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.787109375
9,8,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.82421875
11,8,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.7890625
0,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.7626953125
1,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.884765625
2,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.76953125
3,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.8251953125
4,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.802734375
5,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.6962890625
6,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.853515625
7,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.857421875
8,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.791015625
9,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.7958984375
10,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.7509765625
11,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.859375
12,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024,Edge,16.0,1.4.10,2023-09-06 13:54:20.982000-04:00,0.830078125
0,0,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.609375
1,1,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.6328125
2,2,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.6298828125
3,3,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.666015625
4,4,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.681640625
5,5,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.5888671875
6,6,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.609375
7,7,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.64453125
8,8,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.634765625
9,9,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.6181640625
10,10,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.6142578125
11,11,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.6328125
12,12,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.642578125
13,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Vertex,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.6025390625
0,1,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8427734375
0,2,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.9306640625
0,4,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8896484375
0,3,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8876953125
1,2,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.859375
1,5,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8818359375
1,6,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.7900390625
2,7,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.904296875
2,8,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8720703125
3,4,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.896484375
3,10,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.9208984375
3,11,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.875
4,12,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.908203125
4,9,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.923828125
5,6,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.916015625
5,11,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.9169921875
5,12,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.90625
6,9,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.9072265625
6,10,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.83984375
7,8,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8740234375
7,10,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8720703125
7,12,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.833984375
8,9,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.90625
8,11,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8701171875
13,0,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8701171875
13,1,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.92578125
13,2,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.841796875
13,3,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.859375
13,4,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.890625
13,5,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8056640625
13,6,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8828125
13,7,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.861328125
13,8,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.9169921875
13,9,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8173828125
13,10,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.89453125
13,11,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8818359375
13,12,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.9091796875
1,0,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8525390625
2,0,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.94921875
4,0,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.9072265625
3,0,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8955078125
2,1,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8583984375
5,1,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8837890625
6,1,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8232421875
7,2,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8798828125
8,2,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8935546875
4,3,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8837890625
10,3,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.896484375
11,3,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8984375
12,4,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.904296875
9,4,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.900390625
6,5,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.9013671875
11,5,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8896484375
12,5,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.908203125
9,6,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.859375
10,6,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.9140625
8,7,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8896484375
10,7,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.908203125
12,7,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.88671875
9,8,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.880859375
11,8,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8369140625
0,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.814453125
1,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.908203125
2,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.86328125
3,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.90625
4,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8818359375
5,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.78515625
6,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.87890625
7,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8984375
8,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8349609375
9,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8525390625
10,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8017578125
11,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.904296875
12,13,cjsb5k7toe8ecf8p5lr0,ibm_auckland,1024,Edge,27.0,1.7.1,2023-09-06 13:11:51.796000-04:00,0.8818359375
0,0,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.6796875
1,1,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.6669921875
2,2,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.669921875
3,3,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.6796875
4,4,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.623046875
5,5,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.6611328125
6,6,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.6650390625
7,7,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.6259765625
8,8,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.625
9,9,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.640625
10,10,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.6376953125
11,11,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.646484375
12,12,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.638671875
